Judul,Harga,Lokasi,Link
Apartemen Dijual di Cilandak,"Rp 2,45M","RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-ba8ebbde2bfb-45da-19ac88a-9d9f-7207
Apartemen Dijual di Bekasi,Rp 115Jt,"Kranggan, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-96d7de9dd3d4-9f5e-19e5db6-8209-7537
Apartemen Dijual di Kelapa Dua,Rp 450Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-d29e33f65ea6-10a-19e9685-abe2-7f5d
Apartemen Dijual di Karet Tengsin,Rp 7M,"RW 05, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/2-bedroom-anandamaya-semi-furnished-174290570893/
Apartemen Dijual di Ciracas,Rp 800Jt,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-31524ba3ce09-87fa-19b02e1-8be5-7562
Kondominium Dijual di Grogol,"Rp 3,70M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-nego-condo-taman-anggrek-2br-fully-furnishe-175567621373/
Apartemen Dijual di Karet,"Rp 4,30M","RW 10, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-25936205e8ed-991c-19e07dd-bb87-7274
Apartemen Dijual di Kuningan,"Rp 1,45M","RW 02, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-3-kamar-furnished-the-kuningan-place-neg-175045871489/
Apartemen Dijual di Bumi Serpong Damai,Rp 345Jt,"Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-94f4aad8e308-e02e-19a457f-ae5e-75ba
Apartemen Dijual di Bumi Serpong Damai,Rp 690Jt,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-fc11544d4065-8e-19d38ec-80c3-76f2
Apartemen Dijual di Dukuh Pakis,Rp 790Jt,"Bukit Mas, RW 07, Dukuh Pakis, Dukuh Pakis, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-6eff3827658f-7a01-1999f51-8f17-7530
Apartemen Dijual di Kelapa Gading,"Rp 4,25M","RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b706249af9d4-debb-db9b2711-8447-45ca
Apartemen Dijual di Ciracas,"Rp 1,58M","RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-51d90760357b-c543-19b022c-af45-7f36
Apartemen Dijual di Kebon Sirih,"Rp 18,50M","RW 03, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-86b86abcd556-5022-19a5cbe-b6b3-7f21
Apartemen Dijual di Karet Semanggi,Rp 975Jt,"RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7f51392a3362-4573-19aaa9f-a021-75c3
Apartemen Dijual di Kalideres,Rp 900Jt,"RW 13, Semanan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b8a1e079058a-cabf-19d6c37-b122-7dea
Apartemen Dijual di Embong Kaliasin,Rp 750Jt,"RW 03, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-b0ac897ef379-baf3-19c8344-80a2-7771
Apartemen Dijual di Kelapa Dua,Rp 550Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/dijual-apartemen-u-residence-1-studio-lippo-karawa-17472740390/
Apartemen Dijual di Karet,"Rp 1,61M","RW 04, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a928e54e59c3-6efe-cedce054-8654-48b0
Apartemen Dijual di Menteng Dalam,Rp 875Jt,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1889430bb483-aac8-19e4a54-8e06-73f5
Apartemen Dijual di Karet Tengsin,"Rp 1,05M","RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-cepat-apt-sudirman-park-2br-ff-dekat-scbd-h-175395703673/
Apartemen Dijual di Kampung Bali,Rp 900Jt,"RW 05, Kampung Bali, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-the-boulevard-1br-siap-huni-dekat-172853435259/
Apartemen Dijual di Karet,Rp 660Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-unit-studio-tamansari-sudir-175335176030/
Apartemen Dijual di Karet,Rp 650Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-studio-tamansari-sudirman-setiabu-174746424454/
Apartemen Dijual di Kebon Melati,"Rp 1,30M","RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-cepat-apartemen-cosmo-terrace-2br-unit-hook-f-17571441220/
Apartemen Dijual di Pondok Aren,Rp 610Jt,"Sektor 9, Pondok Pucung, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-2776c6ed0231-9ae1-60f3efd0-91fa-4751
Apartemen Dijual di Cikarang Selatan,Rp 500Jt,"Sukaresmi, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-ef5545db91f7-7f84-d1f142cd-8f0a-4b70
Apartemen Dijual di Karet Tengsin,Rp 1M,"RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-82659f29dca8-e21d-19a71e2-9caa-73c8
Apartemen Dijual di Cibeunying Kidul,Rp 250Jt,"Pasirlayung, Cibeunying Kidul, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/bisa-kpa-hanya-250-juta-apartemen-gateway-ahmad-ya-172024437170/
Apartemen Dijual di Gambir,Rp 250Jt,"RW 02, Gambir, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-552cbf3be0b3-a87b-19e4b25-91f7-7607
Apartemen Dijual di Cempaka Putih,Rp 399Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e4700a3038b-d1b4-19e7e52-b215-7488
Apartemen Dijual di Karet,Rp 699Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-78cfea67673b-4612-19be00f-8617-73c0
Apartemen Dijual di Karet,Rp 600Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b1ff9b19f69d-d504-19d85ee-be6e-7253
Kondominium Dijual di Sukaasih,"Rp 3,69M","Sukaasih, Tangerang, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/elevee-penthouse-residence-alam-sutera-3-bedroom-173589024682/
Apartemen Dijual di Bumi Serpong Damai,Rp 550Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-227b7e4d6187-3386-19c8e21-b571-74f4
Apartemen Dijual di Bojong Nangka,Rp 725Jt,"Podomoro Golf View, Bojong Nangka, Gunung Putri, Kab Bogor, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-71742d90fad5-6cd0-19e8bba-aa7b-76fb
Apartemen Dijual di Gondangdia,Rp 12M,"RW 05, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d97996515997-cd9c-19a7c35-a58e-7497
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,80M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-9b5818feeb4b-deec-19c0dbd-b2be-7262
Kondominium Dijual di Penjaringan,Rp 625Jt,"RW 06, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/green-bay-kondominium-1br-hunian-terbaik-nyaman-st-175211838973/
Kondominium Dijual di Kapuk Muara,Rp 750Jt,"Pantai Indah Kapuk, Kapuk Muara, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/green-bay-kondominium-1br-tower-l-siap-huni-jakart-173234256243/
Apartemen Dijual di Bogor Barat - Kota,"Rp 3,10M","Cilendek Timur, Bogor Barat, Bogor, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bogor/apartemen-di-cikini-raya-173709651185/
Kondominium Dijual di Babatan,"Rp 3,49M","Pakuwon Indah, Kawasan Superblock Pakuwon, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-d53bb59d250c-2ec3-19a4e57-9ce6-716a
Kondominium Dijual di Cilandak,Rp 48M,"RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-711612437ce9-9be9-19f0263-9b95-7049
Apartemen Dijual di Alam Sutera,"Rp 13,50M","Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-1d07568ac845-cdfa-19ef58a-b054-7176
Apartemen Dijual di Gebang Putih,"Rp 1,60M","Kertajaya Indah Regency, RW 03, Gebang Putih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/apartemen-one-east-jual-rugi-nego-sampai-deal-174721411589/
Apartemen Dijual di Jatibening,Rp 599Jt,"Jatibening, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2562d921d1e0-f688-19d0ac8-ae87-7f4d
Apartemen Dijual di Buahbatu,Rp 195Jt,"Jatisari, Buahbatu, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-89b96a9922e-e600-19e3a01-93ef-7217
Apartemen Dijual di Kebayoran Baru,"Rp 12,70M","RW 03, Melawai, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3012525648ed-c404-19f1b2e-b39e-7546
Apartemen Dijual di Cempaka Putih,Rp 450Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9aecc16bd83-7995-19d672e-9729-74f8
Apartemen Dijual di Kuningan,"Rp 11,86M","RW 03, Setiabudi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1b29ef140b34-b32d-19f186f-90e2-7515
Apartemen Dijual di Cikini,"Rp 1,10M","RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-studio-menteng-park-174013268247/
Apartemen Dijual di Kelapa Gading,Rp 425M,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1763b94cf724-5493-19df19f-abdb-7c95
Apartemen Dijual di Margajaya,Rp 350Jt,"Summarecon Bekasi, Rawa Bugel, Summarecon, Margajaya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-fc5b9e833b0c-8f57-19b6e25-bb5c-71ef
Apartemen Dijual di Citraland,Rp 180Jt,"RW 02, Lakarsantri, Lakarsantri, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-4ab602aa9a71-78b0-159e1604-80a7-4e8f
Apartemen Dijual di Kebayoran Baru,"Rp 500,00Jt","RW 02, Melawai, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-639d2702df07-561b-19de325-81e0-735f
Apartemen Dijual di Cidadap,Rp 875Jt,"Hegarmanah, Cidadap, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-1685179b860a-6ef8-19a076a-bbdd-70e3
Apartemen Dijual di Cakung,Rp 850M,"RW 05, Rawa Terate, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-apartemen-sedayu-city-suite-kelapa-gading-t-175798937615/
Apartemen Dijual di Medan Timur,Rp 2M,"Perintis, Medan Timur, Kota Medan, Sumatera Utara",https://www.lamudi.co.id/jual/sumatra-utara/deli-serdang/apartment-di-grand-jati-junction-173500980221/
Apartemen Dijual di Jatinegara,"Rp 2,20M","RW 02, Kampung Melayu, Jatinegara, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-murah-3-kamar-puri-casablanca-dekat-mall-kota-169693167447/
Apartemen Dijual di Cempaka Putih,Rp 320Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-224993cfe9d0-2374-19db091-b2e6-772d
Apartemen Dijual di Karet Tengsin,"Rp 5,60M","RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-c468d45be576-215a-19e6d6c-9587-760c
Apartemen Dijual di Menteng Dalam,Rp 900Jt,"RW 05, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-murah-the-wave-1-kamar-dekat-lrt-plaza-fest-172232010112/
Apartemen Dijual di Lengkong,Rp 299Jt,"Lingkar Selatan, Lengkong, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/apartemen-murah-lokasi-strategis-asia-afrika-bandu-175344035060/
Apartemen Dijual di Cikarang Selatan,"Rp 1,40M","Meikarta, Cibatu, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-7e9c57113909-efd7-19dce69-9305-73c8
Apartemen Dijual di Grogol,"Rp 3,80M","RW 07, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-apartemen-3-bedroom-full-furnished-di-centr-17125706463/
Kondominium Dijual di Karet,Rp 15M,"RW 07, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/apartemen-verde-one-penthouse-nicely-decorated-173295376158/
Apartemen Dijual di Pesanggrahan,Rp 890Jt,"RW 02, Pesanggrahan, Pesanggrahan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/last-call-free-ppn-apartemen-mewah-di-bintaro-siap-172992258325/
Apartemen Dijual di Kelapa Gading,"Rp 1,10M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-cb80ebfaf2bc-f080-19edf4c-ae26-7de8
Apartemen Dijual di Kelapa Gading,"Rp 3,50M","RW 22, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4abbc007cf5-b2f-19d6cff-b175-775e
Apartemen Dijual di Cempaka Putih,Rp 345Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fefb46f6c6d1-308b-19e44af-a6d9-7127
Apartemen Dijual di Bintaro,Rp 890Jt,"Sektor 8, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/dijual-apartemen-mewah-embarcadero-bintaro-free-pp-172002182270/
Apartemen Dijual di Guntur,"Rp 2,50M","RW 02, Guntur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9e24cb7378a2-91a4-19a0b18-952d-76b7
Apartemen Dijual di Kebon Jeruk,"Rp 3,20M","RW 03, Kedoya Selatan, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-fadf541af6d0-2976-19f1c1a-9c94-7361
Apartemen Dijual di Pancoran,Rp 320Jt,"RW 04, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4362a41e78ae-8e58-19f12aa-bce6-705a
Apartemen Dijual di Kelapa Gading,"Rp 2,10M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/luas-118-m2-posisi-hook-french-walk-moi-apartemen-174408572865/
Apartemen Dijual di Cempaka Putih,Rp 350Jt,"RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-3afbc946ee43-4c20-19f0262-b308-7431
Apartemen Dijual di Grogol Petamburan,Rp 950Jt,"RW 06, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-860a05141b1a-db30-19bc13f-86c8-723e
Apartemen Dijual di Kebagusan,Rp 350Jt,"RW 03, Kebagusan, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7860d874d8e4-5730-19efe0a-af62-7332
Apartemen Dijual di Kelapa Gading,"Rp 1,65M","RW 15, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-23b3786c63cc-6a17-19c986c-955f-72f0
Apartemen Dijual di Pancoran,Rp 412Jt,"RW 07, Rawajati, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-89f4ebb57d8a-c029-19d76b4-ae9b-72a2
Apartemen Dijual di Kebon Jeruk,Rp 939Jt,"RW 03, Kedoya Selatan, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-de08ffa686d6-ffe6-19f16a0-beb7-7403
Apartemen Dijual di Kelapa Gading,"Rp 1,65M","RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-264baccdd168-918a-19c98c2-9add-75c1
Apartemen Dijual di Serpong,Rp 350Jt,"Apartement Akasa Serpong, Lengkong Gudang Timur, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-ce2b796f0a68-d90-19cfb22-b2f3-7535
Apartemen Dijual di Cempaka Putih,Rp 450Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-877cab8ff2dd-54de-19edf2c-94c9-71a0
Apartemen Dijual di Jagir,Rp 450Jt,"RW 03, Jagir, Wonokromo, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/dijual-apartemen-mewah-tengah-kota-klaska-residenc-17550739103/
Apartemen Dijual di Batam,Rp 690Jt,"Baloi Kolam, Sungai Panas, Sungai Panas, Batam Kota, Batam",https://www.lamudi.co.id/properti/41032-73-d70c8dd1adfa-c8ce-19bea9a-9bd0-77ae
Apartemen Dijual di Ciracas,Rp 800JtProperti sitaan,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d4a8142799f7-8ea8-19b9770-9524-7e57
Apartemen Dijual di Grogol Utara,"Rp 2,50M","RW 11, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b74ce4d80ace-c604-19da50d-ab57-74ef
Apartemen Dijual di Kembangan,Rp 300Jt,"RW 01, Meruya Utara, Kembangan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Banten",https://www.lamudi.co.id/properti/41032-73-4faf685ddd41-1c3a-19df36e-ade0-7733
Apartemen Dijual di Panunggangan,Rp 565Jt,"Tifico, Panunggangan, Pinang, Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/jual-rugi-2br-springwood-residence-apartemen-dekat-175603725065/
Apartemen Dijual di Karet Tengsin,Rp 13M,"RW 11, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2240337a869d-eb60-19d9a84-b9f4-7e21
Apartemen Dijual di Cengkareng,Rp 550Jt,"RW 01, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-81e06a0c7a9a-3b78-19c5590-b2e9-7248
Apartemen Dijual di Bumi Serpong Damai,Rp 595Jt,"BSD Sunburst CBD, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-c0018519259-87a3-19ac476-bd2b-7521
Apartemen Dijual di Pademangan,"Rp 1,10M","PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-7803cf91ab01-4f55-19d828f-b58b-75d6
Apartemen Dijual di Kuningan,"Rp 1,35M","RW 10, Menteng Atas, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6190cbf9ebc7-257a-19ac07b-a7c1-73ce
Apartemen Dijual di Pasar Rebo,Rp 380Jt,"RW 07, Pekayon, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/cicilan-2-jutaan-apartemen-baru-siap-huni-175574714589/
Apartemen Dijual di Cempaka Putih,Rp 440Jt,"RW 09, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6d99776d0d2d-e25f-19d1f9a-80b3-7357
Kondominium Dijual di Harapan Mulya,"Rp 1,16M","Tytyan Indah, Summarecon, Harapan Mulya, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2f77657022a9-5398-19dd852-8492-75d1
Apartemen Dijual di Duren Sawit,"Rp 399,99Jt","RW 01, Duren Sawit, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/apartmen-iswara-tamansari-full-furnished-175655140372/
Apartemen Dijual di Putat Gede,Rp 245Jt,"RW 04, Putat Gede, Sukomanunggal, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-560055ae6a75-a0d0-19e8ca6-89af-793a
Apartemen Dijual di Kuningan,Rp 15M,"RW 03, Setiabudi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-1-unit-penthouse-da-vinci-apartment-unit-tu-172559938572/
Apartemen Dijual di Kuningan,"Rp 1,18M","RW 03, Pasar Manggis, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b264f65e8f92-2c9e-19e1615-b76f-7832
Apartemen Dijual di Kosambi,Rp 495Jt,"Osaka Riverview Apartment, Pantai Indah Kapuk 2, Salembaran, Kosambi, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-95012aad826f-55ea-19d58ac-8d40-7dc6
Apartemen Dijual di Bandung Wetan,"Rp 1,19M","Citarum, Bandung Wetan, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/apartmen-grand-setiabudi-bandung-jual-cepat-saja-175133818580/
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,30M","BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-aff5fa19fb99-fde8-19ac95f-a756-76b5
Apartemen Dijual di Kalijudan,Rp 300Jt,"RW 07, Kalijudan, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-b75d2f91bd32-4c55-218235be-834a-450e
Apartemen Dijual di Babatan,Rp 450Jt,"Graha Sampurna Indah, RW 10, Babatan, Wiyung, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-f02fcc28343-a991-1c1533c0-83c3-4dd3
Apartemen Dijual di Bumi Serpong Damai,Rp 430Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-aa7ad20b2b92-aa9a-19d7b08-adfa-7b1e
Apartemen Dijual di Menteng Dalam,"Rp 2,95M","RW 12, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9416f86802b-2ea1-19df788-bed4-7e2b
